0, 857.991677645261, -333889.693457726, 1
0, 857.993308042153, -333889.694445138, 1
0, 857.99379058576, -333889.695636002, 1
0, 857.994291535414, -333889.69624323, 1
0, 857.994179224993, -333889.696975357, 1
0, 857.994322131972, -333889.697300138, 1
0, 857.99442299386, -333889.697763071, 1
0, 857.994727238452, -333889.698075527, 1
0, 857.994770881055, -333889.698276131, 1
0, 857.995068409628, -333889.69829789, 1
0, 857.995058695089, -333889.698652137, 1
0, 857.995018426246, -333889.69888945, 1
0, 857.995021196307, -333889.699039995, 1
0, 857.995028955464, -333889.69931864, 1
0, 857.995313063308, -333889.699438182, 1
0, 857.995334110889, -333889.699667618, 1
0, 857.994733715617, -333889.699989056, 1
0, 857.996029565896, -333889.70115758, 1
0, 857.996263615164, -333889.70126952, 1
0, 857.996183356232, -333889.70116502, 1
